,ADD_DATE,BEVERAGES,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DEMO MATERIAL,DIRT ,"DIRT,GRAVEL",DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FRESH PRODUCE,"GARBAGE, REFUSE, TRASH",GENERAL FREIGHT,"GRAIN, FEED, HAY",GRAVEL,HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LANDSCAPE MATERIAL,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OIL/FUEL/HYDR FLUID,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,PULPWOOD,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
74,03-APR-02,False,,C,False,False,False,,,,,,1016767,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,,DONALD A GENSCH,False,False,,0,0,0,0,0,0,0,0,0,,BEAVER DAM,US,WI,W9081 HWY S,53916,04-AUG-01,0,,False,,False,False,0,0,0,0,0,0,2,WI,False,,False,False,False,N,BEAVER DAM,US,WI,W9081 HWY S,53916,,0,0,False,0,0,0,0,0,0,0,0,0,2,0,0,(920) 885-4173,0,0,0,0,0,0,False,False,7174,,0,0,0,0,0,0,False,False,False,False,False,False,False
75,03-APR-02,False,,C,False,False,False,,,,,,1016768,False,1,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,,WALTER B HEMMRICH,False,False,,0,0,0,0,0,0,0,0,0,,MARATHON,US,WI,3414 HWY P,54448,17-JUL-00,0,,False,,False,False,0,0,0,0,0,0,1,WI,False,,False,False,False,N,MARATHON,US,WI,3414 HWY P,54448,True,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(715) 443-3034,0,0,0,0,0,0,False,False,7175,,0,0,0,0,0,0,False,False,False,False,False,False,False
76,03-APR-02,False,,C,False,False,False,,,,,,1016770,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,,GERALD J HERNAN,False,False,,0,0,0,0,0,0,0,0,0,,BLUE RIVER,US,WI,28425 CTH F,53518,28-SEP-01,0,,False,,False,False,0,0,0,0,0,0,1,WI,False,,False,False,False,N,BLUE RIVER,US,WI,28425 CTH F,53518,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,False,False,7176,,0,0,0,0,0,0,False,False,False,False,False,False,False
77,03-APR-02,False,,C,False,False,False,,F&D FARMS,,,,1016771,False,2,FDFARMS@TDS.NET,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,,FREDERICK GAY,False,False,,0,0,0,0,0,0,0,0,0,,REESEVILLE,US,WI,N1903 COUNT ROAD BB,53579,15-JAN-21,15000,2018.0,False,,False,False,0,0,0,0,0,0,2,WI,False,,False,False,False,N,REESEVILLE,US,WI,N1903 COUNTY ROAD BB,53579,,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,(920) 382-4068,3,0,0,2,0,0,False,False,7177,,0,0,0,0,0,0,False,False,False,False,False,False,False
78,03-APR-02,False,,C,False,False,False,,GAULT FARMS,,,,1016773,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,,ROBERT J GAULT,False,False,,0,0,0,0,0,0,0,0,0,,NEOSHO,US,WI,W2170 ADAMS ROAD,53059,01-AUG-01,0,,False,,False,False,0,0,0,0,0,0,1,WI,False,,False,False,False,N,NEOSHO,US,WI,W2170 ADAMS ROAD,53059,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(920) 625-3087,0,0,0,0,0,0,False,False,7178,,0,0,0,0,0,0,False,False,False,False,False,False,False
79,03-APR-02,False,,A,False,False,False,,,,,,1016775,False,8,UCGLASS33@AOL.COM,False,(845) 339-4135,False,,False,False,,N,False,0,0,0,0,0,0,False,,ULSTER COUNTY GLASS AND MIRROR INC,False,False,,0,0,0,0,0,0,0,0,0,,KINGSTON,US,NY,325 FOXHALL AVE,12401,10-JUN-20,120000,2019.0,False,True,False,False,0,0,0,0,0,0,4,NY,False,,False,False,False,N,KINGSTON,US,NY,325 FOXHALL AVE,12401,,120000,2019,False,0,0,0,0,0,0,0,0,0,4,0,0,(845) 339-3141,0,0,0,0,0,0,False,False,7179,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
80,03-APR-02,False,True,A,False,False,False,,PJ'S REBAR INC,,,,1016780,False,18,CSHARP@PJSREBAR.COM,False,(510) 490-3952,False,,False,False,,N,False,0,0,0,0,0,0,False,,PJ'S LUMBER INC,False,False,,0,0,0,0,0,0,0,0,0,,FREMONT,US,CA,45055 FREMONT BLVD,94538,04-FEB-21,232000,2020.0,False,,False,False,0,0,0,0,0,0,18,CA,False,,False,False,False,N,FREMONT,US,CA,45055 FREMONT BLVD,94538,,232000,2020,False,0,0,0,0,0,0,0,0,0,0,0,0,(510) 743-5300,46,0,0,18,0,0,False,False,7180,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
81,03-APR-02,False,,C,False,False,False,,,,,,1016784,False,1,RALPH@HOFFENMER.COM,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,,RONALD G GANSKE,False,False,,0,0,0,0,0,0,0,0,0,,BEAVER DAM,US,WI,712 DENNING AVE,53916,08-MAY-20,2500,2019.0,False,,False,False,0,0,0,0,0,0,1,WI,False,,False,False,False,N,BEAVER DAM,US,WI,712 DENNING AVE,53916,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(920) 210-0850,0,0,0,0,0,0,False,False,7181,,0,0,0,0,0,0,False,False,False,False,False,False,False
82,03-APR-02,False,,C,False,False,False,,DREW'S TREE SERVICE,,,,1016785,False,1,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,,DREW R EAKLE,False,False,True,0,0,0,0,0,0,0,0,0,,CANTON,US,GA,1493 TOONIGH RD,30115,,10000,2001.0,False,,False,False,0,0,0,0,0,0,1,GA,False,,False,False,False,N,CANTON,US,GA,1493 TOONIGH RD,30115,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(770) 345-7560,0,0,0,0,0,0,False,False,7182,,0,0,0,0,0,0,False,False,False,False,False,False,False
83,03-APR-02,False,,A,False,False,False,,,,,,1016786,False,1,ROGERSAUTOSALES@COMCAST.NET,False,(717) 762-8622,False,,False,False,,N,False,0,0,0,0,0,0,False,,ROGER A MONG,False,False,,0,0,0,0,0,0,0,0,0,,WAYNESBORO,US,PA,7408 ANTHONY HIGHWAY,17268,09-MAY-22,1,2021.0,False,,False,True,0,0,0,0,0,0,1,PA,False,,False,False,False,N,WAYNESBORO,US,PA,8916 GAP ROAD,17268,,1,2021,False,0,0,0,0,0,0,0,0,0,1,0,0,(717) 762-2700,0,0,0,0,0,0,False,False,7183,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
84,03-APR-02,False,,C,False,False,False,,,,,,1016787,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,,JOHN R FINK,False,False,,0,0,0,0,0,0,0,0,0,,MAYVILLE,US,WI,W2331 ELM DRIVE,53050,03-AUG-01,0,,False,,False,False,0,0,0,0,0,0,1,WI,False,,False,False,False,N,MAYVILLE,US,WI,W2331 ELM DRIVE,53050,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(920) 387-5224,0,0,0,0,0,0,False,False,7184,,0,0,0,0,0,0,False,False,False,False,False,False,False
85,03-APR-02,False,,C,False,False,False,True,,,,,1016793,False,2,,False,(229) 896-1192,False,,False,False,,N,False,0,0,0,0,0,0,False,,FOLDS DUMP TRUCK SERVICE,False,False,,0,0,0,0,0,0,0,0,0,,ADEL,US,GA,4896 HWY 37 WEST,31620,21-DEC-06,0,,False,,False,False,0,0,0,0,0,0,3,GA,False,,False,False,False,N,ADEL,US,GA,4896 HWY 37 WEST,31620,,0,0,False,0,0,0,0,0,0,0,0,0,3,0,0,(229) 896-2079,0,0,0,0,0,0,False,False,7185,,0,0,0,0,0,0,False,False,False,False,False,False,False
86,03-APR-02,False,,A,False,False,False,,,,,,1016794,False,4,TASHA@SIBERTONFENCE.COM,False,(256) 538-2229,False,,True,False,,N,False,0,0,0,0,0,0,False,,SIBERTON FENCE SALES INC,False,False,,0,0,0,0,0,0,0,0,0,,ATTALLA,US,AL,PO BOX 780,35954,14-APR-22,15,2021.0,False,,False,False,0,0,0,0,0,0,2,AL,False,,False,False,False,N,ATTALLA,US,AL,1600 SOUTH 3RD ST,35954,,15,2021,False,0,0,0,0,0,0,0,0,0,2,0,0,(256) 538-3521,3,0,0,0,0,0,False,False,7186,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
87,03-APR-02,False,,A,False,False,False,,,,,,1016795,False,2,4SEASONSWINDOWS@BELLSOUTH.NET,False,(770) 535-7343,False,,False,False,,N,False,0,0,0,0,0,0,False,,4 SEASONS WINDOWS INC,False,False,True,0,0,0,0,0,0,0,0,0,,GAINESVILLE,US,GA,2338 CENTENNIAL CIRCLE,30504,15-NOV-21,13000,2021.0,False,,False,False,0,0,0,0,0,0,1,GA,False,,False,False,False,N,GAINESVILLE,US,GA,2338 CENTENNIAL CIRCLE,30504,,13000,2021,False,0,0,0,0,0,0,0,0,0,1,0,0,(770) 535-7373,0,0,0,0,0,0,False,False,7187,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
88,03-APR-02,False,,C,False,False,False,,,,,,1016796,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,,ROBERT G FIEDLER JR,False,False,,0,0,0,0,0,0,0,0,0,,WATERTOWN,US,WI,N2287 WELSH ROAD,53098,04-AUG-01,0,,False,,False,False,0,0,0,0,0,0,1,WI,False,,False,False,False,N,WATERTOWN,US,WI,N2287 WELSH ROAD,53098,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(920) 262-0846,0,0,0,0,0,0,False,False,7188,,0,0,0,0,0,0,False,False,False,False,False,False,False
89,03-APR-02,False,,C,False,False,False,,G & M CONTRACTORS,,,,1016797,False,1,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,,J GORDON DAVIS,False,False,,0,0,0,0,0,0,0,0,0,True,SYCAMORE,US,GA,1785 PURCELL RD,31790,,40000,2001.0,False,,False,False,0,0,0,0,0,0,1,GA,False,,False,False,False,N,SYCAMORE,US,GA,1785 PURCELL RD,31790,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(229) 567-3049,1,0,0,0,0,0,False,False,7189,,0,0,0,0,0,0,False,False,False,False,False,False,False
90,03-APR-02,False,,C,False,False,False,,KINGS DELIGHT,,,,1016800,False,8,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,,BOOTH CREEK MANAGEMENT CORP,False,False,,0,0,0,0,0,0,0,0,0,,GAINESVILLE,US,GA,PO BOX 5935,30504-5935,,25000,2001.0,True,,False,False,0,0,0,0,0,0,7,GA,False,,False,False,False,N,GAINESVILLE,US,GA,2063 MEMORIAL PARK DR,30504-5935,,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,(770) 536-5177,13,0,0,7,0,0,False,False,7190,,0,0,0,0,0,0,False,False,False,False,False,False,False
91,03-APR-02,False,,C,False,False,False,,NAILS AUTO SALES,,,,1016801,False,3,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,,ROBERTA NAILS-MOODY,False,False,,0,0,0,0,0,0,0,0,0,,BAXLEY,US,GA,4822 TEN MILE RD,31513,,0,,False,,False,True,0,0,0,0,0,0,1,GA,False,,False,False,False,N,BAXLEY,US,GA,4822 TEN MILE RD,31513,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(912) 367-0071,0,0,0,0,0,0,False,False,7191,,0,0,0,0,0,0,False,False,False,False,False,False,False
92,03-APR-02,False,,C,False,False,False,True,,,,,1016803,False,1,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,,DANIEL C PATTERSON,False,False,,0,0,0,0,0,0,0,0,0,,POWDER SPRINGS,US,GA,134 COURTLAND CIRCLE,30127,,21000,2001.0,False,,False,False,0,0,0,0,0,0,1,GA,False,,False,False,False,N,POWDER SPRINGS,US,GA,134 COURTLAND CIRCLE,30127,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(770) 499-1085,0,0,0,0,0,0,False,False,7192,,0,0,0,0,0,0,False,False,False,False,False,False,False
93,03-APR-02,False,,C,False,False,False,,,,,,1016804,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,,HAROLD E EMMER,False,False,,0,0,0,0,0,0,0,0,0,,NEOSHO,US,WI,W2305 STATE RD 60,53059-9746,04-AUG-01,0,,False,,False,False,0,0,0,0,0,0,1,WI,False,,False,False,False,N,NEOSHO,US,WI,W2305 STATE RD 60,53059-9746,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(920) 625-3874,0,0,0,0,0,0,False,False,7193,,0,0,0,0,0,0,False,False,False,False,False,False,False
94,03-APR-02,False,,A,False,False,False,,,,,,1016805,False,1,LLEOROSALES1068@GMAIL.COM,False,(801) 973-5920,False,,False,False,,N,False,0,0,0,0,0,0,False,,E L ALVAREZ TRUCKING LLC,False,False,,0,0,0,0,0,0,0,0,0,,RIVERDALE,US,UT,822 W 4150 S,84405,15-NOV-21,100000,2020.0,False,True,False,False,0,0,0,0,0,0,1,UT,False,,False,False,False,N,RIVERDALE,US,UT,822 W 4150 S,84405,,100000,2020,False,0,0,0,0,0,0,0,0,0,0,0,0,(801) 791-4473,1,0,0,1,0,0,False,False,7194,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
95,03-APR-02,False,,C,False,False,False,,,,,,1016807,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,,DENNIS J DE MASTER,False,False,,0,0,0,0,0,0,0,0,0,,FOX LAKE,US,WI,N10341 LAKELAND ROAD,53933,02-AUG-01,0,,False,,False,False,0,0,0,0,0,0,1,WI,False,,False,False,False,N,FOX LAKE,US,WI,N10341 LAKELAND ROAD,53933,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(920) 928-2665,0,0,0,0,0,0,False,False,7195,,0,0,0,0,0,0,False,False,False,False,False,False,False
96,03-APR-02,False,,C,False,False,False,,,,,,1016809,False,4,DFALES2278@HOTMAIL.COM,False,(207) 226-2044,False,,False,False,,N,False,0,0,0,0,0,0,False,,DOUG FALES SELECTIVE CUTTING & LANDSHAPING INC,False,False,True,0,0,0,0,0,0,0,0,0,,CUSHING,US,ME,89 SPEAR MILL ROAD,04563,07-FEB-22,20000,2011.0,False,,False,False,0,0,0,0,0,0,2,ME,False,,False,False,False,N,CUSHING,US,ME,89 SPEAR MILL ROAD,04563,,0,0,False,0,0,0,0,0,0,0,0,0,2,0,0,(207) 354-9278,1,0,0,0,0,0,False,False,7196,,0,0,0,0,0,0,False,False,False,False,False,False,False
97,03-APR-02,False,,C,False,False,False,,,,,,1016811,False,4,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,,A L GRADING CONTRACTORS INC,False,False,,0,0,0,0,0,0,0,0,0,,SUWANEE,US,GA,1630 PEACHTREE IND BLVD,30024,,42000,2001.0,False,,False,False,0,0,0,0,0,0,4,GA,False,True,False,False,False,N,SUWANEE,US,GA,1630 PEACHTREE IND BLVD,30024,,0,0,False,0,0,0,0,0,0,0,0,0,4,0,0,(770) 945-5059,0,0,0,0,0,0,False,False,7197,,0,0,0,0,0,0,False,False,False,False,False,False,False
98,03-APR-02,False,,A,False,False,False,True,,,,,1016812,False,1,SPVP78@YAHOO.COM,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,,PATRICK TRUCKING,False,False,,0,0,0,0,0,0,0,0,0,,SALYERSVILLE,US,KY,PO BOX 738,41465,05-FEB-21,66768,2020.0,False,,False,False,0,0,0,0,0,0,1,KY,False,,False,False,False,N,SALYERSVILLE,US,KY,272 BENNIE PATRICK RD,41465,,66768,2020,False,0,0,0,0,0,0,0,0,0,1,0,0,(606) 349-1624,0,0,0,0,0,0,False,False,7198,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
99,03-APR-02,False,,A,False,False,False,,,,,,1016814,False,16,JENNIFERR@GLENWOODTELCO.NET,False,(402) 756-3134,False,,False,False,,N,False,0,0,0,0,0,0,False,,GLENWOOD TELEPHONE MEMB CORP,False,False,,0,0,0,0,0,0,0,0,0,True,BLUE HILL,US,NE,PO BOX 97,68930,22-FEB-21,2000,2018.0,False,,False,False,0,0,0,0,0,0,21,NE,False,,False,False,False,N,BLUE HILL,US,NE,510 WEST GAGE STREET,68930,,2000,2018,False,0,0,0,0,0,0,0,0,0,0,20,0,(402) 756-3131,5,13,0,0,1,0,False,False,7199,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
